c0,p0,p1,p2,p3,FOM,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
roibin_blosc.json,43,1,4,1,-15.0775,1871.4646549224854,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,41,2,4,1,-9.80036,1883.8115320205688,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,41,4,4,1,-25.2009,1912.8980009555817,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,44,1,4,1,-17.2948,1914.4653053283691,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,39,4,4,1,-17.6407,1929.837457895279,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,37,4,4,1,-20.2766,1943.6165823936462,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,36,4,4,1,-16.4866,1975.3055787086487,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,40,4,3,1,-12.7831,1977.709994316101,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,33,4,4,1,-21.513,1991.9944739341736,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,29,4,4,1,-14.4596,2004.6749777793884,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,30,1,4,1,-18.9684,2037.664878129959,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,31,1,4,1,-16.3339,2039.487756729126,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,27,1,4,1,-14.2263,2053.4282326698303,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,26,1,4,1,-16.3339,2066.6803946495056,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,27,4,4,1,-21.7786,2098.4660289287567,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,28,4,4,1,-20.0462,2101.2723240852356,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,31,4,4,1,-14.1125,2112.123263835907,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,22,4,4,1,-14.5791,2129.89434671402,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,26,4,4,1,-15.8925,2160.9718775749207,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,19,4,4,1,-15.6112,2163.0035820007324,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,27,3,4,1,-10.1383,2172.058341741562,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,25,4,4,1,-16.1841,2191.1007554531097,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,20,4,4,1,-19.821,2223.223109483719,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,24,4,4,1,-17.466,2225.385744571686,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,21,4,4,1,-18.0007,2234.3632702827454,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,23,4,4,1,-17.8188,2252.606119632721,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,20,2,4,1,-9.85511,2288.1299641132355,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,10,1,4,1,-18.3757,2288.927980661392,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,9,1,4,1,-17.466,2295.9425332546234,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,3,1,4,1,-18.7667,2315.258344888687,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,10,4,4,1,-14.4596,2351.143657684326,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,6,1,4,1,-15.6112,2351.203017473221,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,7,1,4,1,-16.8006,2356.190530538559,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,1,1,4,1,-18.9684,2375.6608879566193,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,6,4,4,1,-16.1841,2413.9077382087708,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,4,1,4,1,-13.3641,2414.9963891506195,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,5,1,4,1,-19.821,2418.122105360031,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,2,1,4,1,-16.037,2437.716484308243,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,3,4,4,1,-15.2075,2475.796812057495,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,5,4,4,1,-18.3757,2476.4520745277405,polaris-gpu,64,64,4,True,2,4
